2.032389192669390887e+00
1.298808585509497737e+00
9.366297248837316403e-01
7.571635437026020821e-01
6.494147765632393154e-01
6.020006846622415475e-01
5.232223155063263631e-01
3.959097011139087741e-01
3.108609524894938581e-01
